"","LI_CD","LI_ENG_NM","LI_KOR_NM","x_coord","y_coord","num"
"11876","4729034024","Buje-ri","부제리",128.888188095714,35.7832092921978,0
"11877","4729034025","Goksin-ri","곡신리",128.869685421407,35.7824363529466,0
"11878","4729034026","Gongnan-ri","곡란리",128.880726114862,35.7643713967418,0
"11879","4729034027","Yongsan-ri","용산리",128.867893665984,35.7622125507798,0
"11880","4729034028","Maenam-ri","매남리",128.935284388568,35.8217883457005,0
"11881","4729034029","Naechon-ri","내촌리",128.899526699665,35.8195492599248,0
"11882","4729034030","Oechon-ri","외촌리",128.887353144838,35.8298604694186,0
"11883","4729034031","Dodeok-ri","도덕리",128.878935645529,35.807755041365,0
"11884","4729034032","Gojuk-ri","고죽리",128.867140398656,35.8233205020832,0
"11885","4729034033","Misan-ri","미산리",128.863815646194,35.7877579431226,0
"11886","4729034034","Goeun-ri","고은리",128.858459768429,35.7997171102023,0
"11887","4729034036","Daejong-ri","대종리",128.903072807669,35.7611645948974,0
"11888","4729034037","Gacheok-ri","가척리",128.906136725411,35.7778792373036,0
"11889","4729034038","Yongcheon-ri","용천리",128.916404999376,35.7630164008795,0
"11890","4729034039","Yongjeon-ri","용전리",128.926682757984,35.7716976035262,0
"11891","4729034040","Bu-il-ri","부일리",128.931935919794,35.787797216144,0
"11892","4729034041","Ilgwang-ri","일광리",128.847401727867,35.8003010491991,1
"11893","4729035021","Sanyang-ri","산양리",128.836065194448,35.7902873585844,2
"11894","4729035022","Gyeong-ri","경리",128.848656120068,35.7872132713001,0
"11895","4729035023","Namgok-ri","남곡리",128.852442752222,35.7701043667553,0
"11896","4729035024","Galji-ri","갈지리",128.842143637346,35.7739397117079,1
"11897","4729035025","Pyeonggi-ri","평기리",128.846932872051,35.7529252626306,0
"11898","4729035026","Ansim-ri","안심리",128.836878503516,35.7583526282829,0
"11899","4729035027","Heungjeong-ri","흥정리",128.830243712823,35.7558466714224,0
"11900","4729035028","Sarim-ri","사림리",128.816834001992,35.7487126618335,1
"11901","4729035029","Yeonha-ri","연하리",128.82286375995,35.7647429759449,1
"11902","4729035030","Ugeom-ri","우 검 리",128.835755086765,35.777476447957,1
"11903","4729035031","Sawol-ri","사월리",128.825556370175,35.7945114704344,2
"11904","4729035032","Songnae-ri","송내리",128.827660459763,35.7833763197928,2
"11905","4729035033","Jogok-ri","조곡리",128.807113936659,35.7664208757974,2
"11906","4729035034","Jeonji-ri","전지리",128.814103562456,35.7883153319949,2
"11907","4729035035","Ban-gok-ri","반곡리",128.804564156122,35.7777741130327,2
"11908","4729035036","Sangdae-ri","상대리",128.790691113883,35.7792760615611,2
"11909","4729035037","Hadae-ri","하대리",128.804113993219,35.797191543841,2
"11910","4729035038","Inheung-ri","인흥리",128.800078429249,35.8047367933132,3
"11911","4729037021","Gu-il-ri","구일리",128.718878808987,35.797747862618,3
"11912","4729037022","Hyeopseok-ri","협석리",128.736111103586,35.7855864829184,3
"11913","4729037023","Sanjeon-ri","산전리",128.701613618026,35.7740629967939,3
"11914","4729037024","Daemyeong-ri","대명리",128.718717448294,35.7742530125969,3
"11915","4729037025","Sinseok-ri","신석리",128.742633905629,35.7751835092652,3
"11916","4729037026","Samseong-ri","삼성리",128.725647939732,35.7605348255756,3
"11917","4729037027","Geumgok-ri","금곡리",128.746931567006,35.7563442710073,2
"11918","4729037028","Songbaek-ri","송백리",128.767066450845,35.751692418172,2
"11919","4729037029","Sinbang-ri","신방리",128.785331116581,35.7550128878565,2
"11920","4729037030","Heungsan-ri","흥산리",128.72431694832,35.7468002111752,2
"11921","4729037031","Won-ri","원리",128.74357809176,35.7362628293007,2
"11922","4729037032","Hado-ri","하도리",128.74063741166,35.7217202660007,2
"11923","4772025021","Dongbu-ri","동부리",128.57383629696,36.232040272905,0
"11924","4772025022","Seobu-ri","서부리",128.564747553763,36.2348401460159,0
"11925","4772025023","Geumgu-ri","금구리",128.573178181084,36.2096460821139,0
"11926","4772025024","Museong-ri","무성리",128.568065078886,36.1872205245542,0
"11927","4772025025","Suseo-ri","수서리",128.546797284905,36.2031475080381,0
"11928","4772025026","Sajik-ri","사직리",128.549204396175,36.2280929375478,0
"11929","4772025027","Naeryang-ri","내량리",128.539624965005,36.2418292871823,0
"11930","4772025028","Oeryang-ri","외량리",128.543205370987,36.2581293183468,0
"11931","4772025029","Samnyeong-ri","삽령리",128.533290395528,36.2624333286732,0
"11932","4772025030","Daebuk-ri","대북리",128.559523468936,36.2656437640289,0
"11933","4772025031","Ogok-ri","오곡리",128.582246455247,36.2689327214357,0
"11934","4772025032","Jeong-ri","정리",128.571141630955,36.2514689393994,0
"11935","4772025033","Hagok-ri","하곡리",128.58758791122,36.2342808212298,0
"11936","4772025034","Yongdae-ri","용대리",128.604057577671,36.2228702768408,0
"11937","4772025035","Sanggok-ri","상곡리",128.601156608601,36.2556469353142,0
"11938","4772025036","Gwanghyeon-ri","광현리",128.624546365298,36.245228892359,0
"11939","4772025037","Daeheung-ri","대흥리",128.538531428234,36.2829634242388,0
"11940","4772031036","Sari-ri","사리리",128.45727413199,36.3146083615142,1
